Code,Municipality,Population,Reference Date,Year,Annual financial statement,Debts,Public-private partnerships,Leasing,Total debts,Revenues,Expenditures
80235,Schwarzach,3606,31.10.2009,2011,31.12.2011,200103331,8955600,0,1095663331,736019321,736019321
80236,Schwarzenberg,1782,31.10.2009,2011,31.12.2011,51059257,0,0,51059257,460610975,460610975
80237,Sibratsgfäll,393,31.10.2009,2011,31.12.2011,12816489,0,0,12816489,105945632,105945632
80238,Sulzberg,1759,31.10.2009,2011,31.12.2011,106924475,1150000,0,221924475,48406001,48406001
80239,Warth,179,31.10.2009,2011,31.12.2011,272207317,458200,0,318027317,325327108,325327108
80240,Wolfurt,8128,31.10.2009,2011,31.12.2011,142271684,0,9910254,142271684,1988604067,1988604067
80301,Dornbirn,45212,31.10.2009,2011,31.12.2011,1331638482,6700000,11008851,1467744821,2209612546,2209612546
80302,Hohenems,15107,31.10.2009,2011,31.12.2011,2454537241,12953400,15053418,3751306741,3039953954,2976520563
80303,Lustenau,21001,31.10.2009,2011,31.12.2011,5832160109,0,31687280,608479731,6331533721,6322522331
80401,Altach,6349,31.10.2009,2011,31.12.2011,1774707254,0,9032622,1774707254,1801303381,1790658385
80402,Düns,397,31.10.2009,2011,31.12.2011,6764691,0,0,6764691,16437955,192717465
80403,Dünserberg,143,31.10.2009,2011,31.12.2011,190337119,0,728841,19106596,216025588,216025588
80404,Feldkirch,30651,31.10.2009,2011,31.12.2011,3627476643,19500000,42999394,5822349293,8599776532,8599776532
80405,Frastanz,6194,31.10.2009,2011,31.12.2011,672769615,4869400,6705270,1265682738,1345745941,1345745941
80406,Fraxern,659,31.10.2009,2011,31.12.2011,147617371,2303800,89803,378895401,212580311,223614378
80407,Göfis,3035,31.10.2009,2011,31.12.2011,1210576077,0,0,1210576077,795560269,795560269
80408,Götzis,10648,31.10.2009,2011,31.12.2011,2424857357,3480100,12661582,2772867357,2560624004,2560624004
80409,Klaus,3076,31.10.2009,2011,31.12.2011,725509869,3610400,191534,1086741403,760198239,760198239
80410,Koblach,4148,31.10.2009,2011,31.12.2011,190332291,7449300,0,935262291,915195831,915195831
80411,Laterns,706,31.10.2009,2011,31.12.2011,200973274,852700,9578444,295821718,25504755,25504755
80412,Mäder,3646,31.10.2009,2011,31.12.2011,587046926,2800000,18586443,1052911356,811450063,811450063
80413,Meiningen,2015,31.10.2009,2011,31.12.2011,5533245,962500,0,15158245,367528591,367528591
80414,Rankweil,11562,31.10.2009,2011,31.12.2011,1028529777,4600100,17355615,1488539777,3479535911,3479535911
80415,Röns,313,31.10.2009,2011,31.12.2011,71906416,1690000,0,240906416,14663231,14663231
80416,Röthis,1961,31.10.2009,2011,31.12.2011,305019705,0,0,305019705,537319168,537319168
80417,Satteins ,2565,31.10.2009,2011,31.12.2011,66141242,3364200,0,402561242,51238043,51238043
80418,Schlins,2255,31.10.2009,2011,31.12.2011,422320477,0,0,422320477,496637884,496637884
80419,Schnifis,746,31.10.2009,2011,31.12.2011,157626683,1407300,0,298356683,288379746,288379746
80420,Sulz,2353,31.10.2009,2011,31.12.2011,393563966,0,161829546,555393512,496561016,514267055
80421,Übersaxen,613,31.10.2009,2011,31.12.2011,144733462,915500,0,236283462,210862302,210862302
80422,Viktorsberg,382,31.10.2009,2011,31.12.2011,42176995,0,0,42176995,103909033,103909033
80423,Weiler,1965,31.10.2009,2011,31.12.2011,201897883,791900,19531279,300619162,450518566,450518566
80424,Zwischenwasser ,3122,31.10.2009,2011,31.12.2011,328690225,1359200,0,464610225,563435747,563435747
80101,Bartholomäberg,2270,31.10.2010,2012,31.12.2012,482640077,0,244264948,726905025,555363336,555363336
80102,Blons,329,31.10.2010,2012,31.12.2012,177343106,2160400,2720474,39610358,121290222,130537166
80103,Bludenz  ,13718,31.10.2010,2012,31.12.2012,2216734177,6887300,19647089,2932335634,3936272167,3936272167
80104,Bludesch,2277,31.10.2010,2012,31.12.2012,55545329,343200,25292922,615066212,822895922,822895922
80105,Brand,650,31.10.2010,2012,31.12.2012,496438217,0,644894,497083111,499748163,499748163
80106,Bürs,3103,31.10.2010,2012,31.12.2012,511164341,4320400,74490608,1017694949,958944088,958944088
80107,Bürserberg,522,31.10.2010,2012,31.12.2012,482868414,0,0,482868414,290475225,290475225
80108,Dalaas,1511,31.10.2010,2012,31.12.2012,403947208,428600,0,446807208,393641818,393641818
80109,Fontanella,433,31.10.2010,2012,31.12.2012,375194403,0,0,375194403,315196317,35871257
80110,Gaschurn,1519,31.10.2010,2012,31.12.2012,267116001,1215500,0,388666001,931409816,979662736
80111,Innerbraz,953,31.10.2010,2012,31.12.2012,3770383,377400,1659701,77103531,222535351,222535351
80112,Klösterle,692,31.10.2010,2012,31.12.2012,709982593,0,0,709982593,394735105,394735105
80113,Lech,1590,31.10.2010,2012,31.12.2012,239706068,7205000,9430784,969636852,1903010671,1866465351
80114,Lorüns,281,31.10.2010,2012,31.12.2012,78306606,776100,0,155916606,193075586,193075586
80115,Ludesch,3292,31.10.2010,2012,31.12.2012,1189544492,6025100,0,1792054492,822925541,822925541
80116,Nenzing,6016,31.10.2010,2012,31.12.2012,1353591917,3085000,7906402,2128131554,1597326031,1624451925
80117,Nüziders,4849,31.10.2010,2012,31.12.2012,423020384,8365300,89761924,1349312308,102626028,102626028
80118,Raggal,830,31.10.2010,2012,31.12.2012,401697579,1944600,0,596157579,38059543,368210866
80119,St. Anton i.M.,705,31.10.2010,2012,31.12.2012,201512043,0,0,201512043,227175266,227175266
80120,St. Gallenkirch,2202,31.10.2010,2012,31.12.2012,847600197,3474500,1692641,1196742838,1048328703,859871947
80121,St. Gerold,373,31.10.2010,2012,31.12.2012,246508825,980300,0,344538825,27840052,401676701
80122,Schruns,3678,31.10.2010,2012,31.12.2012,1115535999,631500,1526819,1193954189,157309387,1558890343
80123,Silbertal,864,31.10.2010,2012,31.12.2012,42175801,0,278869,4245467,340189417,340189417
80124,Sonntag,692,31.10.2010,2012,31.12.2012,361632296,964600,0,458092296,262418761,264235611
80125,Stallehr,277,31.10.2010,2012,31.12.2012,147892298,0,0,147892298,86541813,86541813
80126,Thüringen,2157,31.10.2010,2012,31.12.2012,229011302,5533400,0,782351302,729554164,729200704
80127,Thüringerberg,675,31.10.2010,2012,31.12.2012,51297814,1315300,2022923,184850737,168006682,168006682
80128,Tschagguns,2186,31.10.2010,2012,31.12.2012,644755717,2727000,0,917455717,931317082,940807206
80129,Vandans,2605,31.10.2010,2012,31.12.2012,744850708,1638000,0,908650708,652086815,652086815
80201,Alberschwende,3097,31.10.2010,2012,31.12.2012,244880093,12887200,17457112,1551057205,576951056,576951056
80202,Andelsbuch,2317,31.10.2010,2012,31.12.2012,121099403,0,0,121099403,468535387,468535387
80203,Au,1693,31.10.2010,2012,31.12.2012,108675677,2000300,0,308705677,404413703,404413703
80204,Bezau,1958,31.10.2010,2012,31.12.2012,308127709,3013500,0,609477709,575848176,580164491
80205,Bildstein,726,31.10.2010,2012,31.12.2012,20917892,557200,0,26489892,235066669,37472855
80206,Bizau,1018,31.10.2010,2012,31.12.2012,20258089,0,0,20258089,34519075,34519075
80207,Bregenz,27768,31.10.2010,2012,31.12.2012,4266112572,15826400,43316572,6071481179,8666540156,8666540156
80208,Buch,547,31.10.2010,2012,31.12.2012,17853863,0,0,17853863,130546903,130546903
80209,Damüls,314,31.10.2010,2012,31.12.2012,305182689,539400,0,359122689,316833472,316833472
80210,Doren,1023,31.10.2010,2012,31.12.2012,41286065,5370600,13901281,592247346,543495121,543495121
80211,Egg ,3377,31.10.2010,2012,31.12.2012,317395855,6386500,789905,95683576,796292927,796292927
80212,Eichenberg,390,31.10.2010,2012,31.12.2012,81624559,0,0,81624559,92717299,105826436
80213,Fußach,3684,31.10.2010,2012,31.12.2012,3019070,6277300,0,9296370,936528883,936528883
80214,Gaißau,1665,31.10.2010,2012,31.12.2012,87279013,0,64291456,151570469,370034464,370034464
80215,Hard,12511,31.10.2010,2012,31.12.2012,1042935043,2000000,18372372,1365636768,3666393456,3666393456
80216,Hittisau,1819,31.10.2010,2012,31.12.2012,7063891,0,1442767,72081677,440751852,440751852
80217,Höchst,7766,31.10.2010,2012,31.12.2012,1759473113,3523200,9225276,2111793113,1807331523,1807331523
80218,Hörbranz,6282,31.10.2010,2012,31.12.2012,89068148,0,6073825,115702356,1211273609,1211273609
80219,Hohenweiler,1287,31.10.2010,2012,31.12.2012,97167985,0,0,97167985,228384422,228384422
80220,Kennelbach,1886,31.10.2010,2012,31.12.2012,227773893,0,11295455,239069348,407497267,407497267
80221,Krumbach,987,31.10.2010,2012,31.12.2012,69426666,0,0,69426666,227555384,227555384
80222,Langen b.Breg.,1310,31.10.2010,2012,31.12.2012,0,0,0,0,251894523,251894523
80223,Langenegg,1059,31.10.2010,2012,31.12.2012,149933108,0,1717766,151650874,309545346,309545346
80224,Lauterach,9381,31.10.2010,2012,31.12.2012,1185334936,2362800,9668619,1578521432,1928572895,1928572895
80225,Lingenau,1334,31.10.2010,2012,31.12.2012,530077219,4515800,21139208,1002796427,437242398,437242398
80226,Lochau,5411,31.10.2010,2012,31.12.2012,638149255,0,5767059,680732375,1154900889,1154900889
80227,Mellau,1303,31.10.2010,2012,31.12.2012,154447169,751400,0,229587169,50634143,50634143
80228,Mittelberg,4837,31.10.2010,2012,31.12.2012,1353116924,1155400,0,1468656924,241639947,241639947
80229,Möggers,537,31.10.2010,2012,31.12.2012,137129308,0,0,137129308,129648209,129648209
80230,Reuthe,616,31.10.2010,2012,31.12.2012,21601628,450000,0,66601628,16681628,16681628
80231,Riefensberg,990,31.10.2010,2012,31.12.2012,3004758,0,0,3004758,224806612,232969399
80232,Schnepfau,473,31.10.2010,2012,31.12.2012,14647815,412500,0,55897815,154870241,99815599
80233,Schoppernau,917,31.10.2010,2012,31.12.2012,70294828,1911300,0,261424828,274307254,274307254
80234,Schröcken,228,31.10.2010,2012,31.12.2012,448267164,0,0,448267164,420662646,466852046
80235,Schwarzach,3670,31.10.2010,2012,31.12.2012,171505123,8412100,0,1012715123,752762913,752762913
80236,Schwarzenberg,1801,31.10.2010,2012,31.12.2012,4078294,0,0,4078294,546309242,546309242
80237,Sibratsgfäll,389,31.10.2010,2012,31.12.2012,2555663,0,0,2555663,12994082,12994082
80238,Sulzberg,1751,31.10.2010,2012,31.12.2012,85686448,1307200,0,216406448,451065084,451065084
80239,Warth,183,31.10.2010,2012,31.12.2012,246553882,426300,0,289183882,31142438,31142438
80240,Wolfurt,8083,31.10.2010,2012,31.12.2012,119212016,0,10468619,119212016,2132099268,2132099268
80301,Dornbirn,45581,31.10.2010,2012,31.12.2012,1337115691,6430500,1166153,1463365503,233760950,233760950
80302,Hohenems,15151,31.10.2010,2012,31.12.2012,2250011053,12295000,17136965,3479511053,3426188399,3322060228
80303,Lustenau,21146,31.10.2010,2012,31.12.2012,6150880207,0,34728876,6357078271,6896510504,6895568214
80401,Altach,6392,31.10.2010,2012,31.12.2012,163829141,0,7069061,163829141,1417659437,1415886202
80402,Düns,393,31.10.2010,2012,31.12.2012,49662213,0,0,49662213,111364489,114842278
80403,Dünserberg,141,31.10.2010,2012,31.12.2012,225727292,0,47635,226203642,131404488,131404488
80404,Feldkirch,30904,31.10.2010,2012,31.12.2012,3322371936,20731100,43173168,5570643068,8628602781,8628602781
80405,Frastanz,6143,31.10.2010,2012,31.12.2012,599011317,4547600,6907429,1144967132,1382180213,1382180213
80406,Fraxern,669,31.10.2010,2012,31.12.2012,140431355,2142600,715818,355407173,20143817,217479368
80407,Göfis,3007,31.10.2010,2012,31.12.2012,1139070875,0,0,1139070875,832321144,832321144
80408,Götzis,10650,31.10.2010,2012,31.12.2012,2322125169,4002600,12201848,2722385169,2463743261,2463743261
80409,Klaus,3076,31.10.2010,2012,31.12.2012,858796433,3009200,6954016,1166670449,935708638,935708638
80410,Koblach,4198,31.10.2010,2012,31.12.2012,16040004,7063700,0,86677004,787045418,787045418
80411,Laterns,677,31.10.2010,2012,31.12.2012,229917846,1903900,6441426,426749272,473088729,473088729
80412,Mäder,3669,31.10.2010,2012,31.12.2012,539588853,3538800,178856214,1072325067,90024984,90024984
80413,Meiningen,1998,31.10.2010,2012,31.12.2012,50342293,912500,0,141592293,41941677,41941677
80414,Rankweil,11589,31.10.2010,2012,31.12.2012,1016454109,4285700,16096822,1445024109,3196508045,3196508045
80415,Röns,316,31.10.2010,2012,31.12.2012,65791276,1633600,0,229151276,12834603,12834603
80416,Röthis,1920,31.10.2010,2012,31.12.2012,268592663,0,0,268592663,472455361,472455361
80417,Satteins ,2578,31.10.2010,2012,31.12.2012,54542177,3234400,0,377982177,545442002,545442002
80418,Schlins,2298,31.10.2010,2012,31.12.2012,398554287,0,0,398554287,498890894,498890894
80419,Schnifis,747,31.10.2010,2012,31.12.2012,132107694,734300,0,205537694,199105758,199105758
80420,Sulz,2368,31.10.2010,2012,31.12.2012,36094358,0,135027152,495970732,558469656,566518238
80421,Übersaxen,614,31.10.2010,2012,31.12.2012,137676058,849100,0,222586058,162849454,162849454
80422,Viktorsberg,379,31.10.2010,2012,31.12.2012,20953844,0,0,20953844,99304294,99304294
80423,Weiler,1994,31.10.2010,2012,31.12.2012,186530066,728700,11816943,271217009,431280193,431280193
80424,Zwischenwasser ,3149,31.10.2010,2012,31.12.2012,30898276,1283400,0,43732276,70924087,70924087
80101,Bartholomäberg,2265,31.10.2011,2013,31.12.2013,446076406,0,227976388,674052794,533272236,533272236
80102,Blons,323,31.10.2011,2013,31.12.2013,167206056,2079100,2103758,377219814,110595743,117377411
80103,Bludenz  ,13701,31.10.2011,2013,31.12.2013,2262289521,6341200,2088361,2934792845,402633689,402633689
80104,Bludesch,2225,31.10.2011,2013,31.12.2013,457061943,282600,21249817,50657176,566743704,566743704
80105,Brand,654,31.10.2011,2013,31.12.2013,462753212,0,386714,463139926,329869741,329869741
80106,Bürs,3096,31.10.2011,2013,31.12.2013,4615300,8053600,60247401,1327137401,1117960418,1117960418
80107,Bürserberg,533,31.10.2011,2013,31.12.2013,508329543,0,0,508329543,316501684,316501684
80108,Dalaas,1506,31.10.2011,2013,31.12.2013,436310638,371400,0,473450638,509355044,509355044
80109,Fontanella,428,31.10.2011,2013,31.12.2013,338485093,0,0,338485093,234128242,267167852
80110,Gaschurn,1503,31.10.2011,2013,31.12.2013,240505339,3467100,0,587215339,998341673,1088270545
80111,Innerbraz,936,31.10.2011,2013,31.12.2013,63132635,316800,1140149,95952784,264859605,264859605
80112,Klösterle,668,31.10.2011,2013,31.12.2013,774930055,0,0,774930055,661201678,661201678
80113,Lech,1549,31.10.2011,2013,31.12.2013,193950605,6625000,1233455,868785155,2312085997,1936422337
80114,Lorüns,274,31.10.2011,2013,31.12.2013,114270322,725900,0,186860322,316034995,316034995
80115,Ludesch,3377,31.10.2011,2013,31.12.2013,1118806323,5579600,0,1676766323,852883951,852883951
80116,Nenzing,5986,31.10.2011,2013,31.12.2013,1445974673,2957800,9820277,2175254799,1948234794,1948234794
80117,Nüziders,4870,31.10.2011,2013,31.12.2013,313801967,7619500,77286614,1153038581,999079037,999079037
80118,Raggal,816,31.10.2011,2013,31.12.2013,398320441,1803200,2013198,580653639,30043267,30043267
80119,St. Anton i.M.,729,31.10.2011,2013,31.12.2013,188607675,0,0,188607675,191586343,191586343
80120,St. Gallenkirch,2155,31.10.2011,2013,31.12.2013,766878729,5445800,139196,1312850689,954765605,1122957441
80121,St. Gerold,363,31.10.2011,2013,31.12.2013,224682728,924600,0,317142728,153188249,22859361
80122,Schruns,3670,31.10.2011,2013,31.12.2013,1212605424,605800,9886647,1283072071,1582969012,1608653082
80123,Silbertal,870,31.10.2011,2013,31.12.2013,406591059,0,114628,407737339,293411833,337997645
80124,Sonntag,679,31.10.2011,2013,31.12.2013,336495567,908300,0,427325567,267337658,267741051
80125,Stallehr,278,31.10.2011,2013,31.12.2013,132589009,0,0,132589009,84347196,84347196
80126,Thüringen,2157,31.10.2011,2013,31.12.2013,207403505,1396000,0,347003505,716195101,715899958
80127,Thüringerberg,675,31.10.2011,2013,31.12.2013,63045723,1237800,1623503,188449226,173537681,173537681
80128,Tschagguns,2167,31.10.2011,2013,31.12.2013,721126237,2493800,0,970506237,847723926,86457154
80129,Vandans,2572,31.10.2011,2013,31.12.2013,749397778,1577200,0,907117778,737631753,751082376
80201,Alberschwende,3109,31.10.2011,2013,31.12.2013,247967931,12311300,11847797,1490945728,607290539,607290539
80202,Andelsbuch,2344,31.10.2011,2013,31.12.2013,105275943,0,0,105275943,430191929,430191929
80203,Au,1671,31.10.2011,2013,31.12.2013,93845803,1843300,0,278175803,413912268,413912268
80204,Bezau,1967,31.10.2011,2013,31.12.2013,347624954,4642100,0,811834954,588326117,606475749
80205,Bildstein,709,31.10.2011,2013,31.12.2013,325972758,509200,0,376892758,492700528,492700528
80206,Bizau,1001,31.10.2011,2013,31.12.2013,1229116,0,0,1229116,309032295,309032295
80207,Bregenz,27831,31.10.2011,2013,31.12.2013,425769125,14940800,4433256,5915540092,904839092,904839092
80208,Buch,555,31.10.2011,2013,31.12.2013,16154179,0,0,16154179,124622616,124622616
80209,Damüls,326,31.10.2011,2013,31.12.2013,297240718,488900,0,346130718,352617226,352617226
80210,Doren,1022,31.10.2011,2013,31.12.2013,36491323,4985300,9419807,54444113,567896504,567896504
80211,Egg ,3410,31.10.2011,2013,31.12.2013,324979814,6170400,960192,942980006,872426007,872426007
80212,Eichenberg,385,31.10.2011,2013,31.12.2013,103609937,0,0,103609937,119524136,119524136
80213,Fußach,3700,31.10.2011,2013,31.12.2013,241951199,6023000,0,844251199,936453905,936453905
80214,Gaißau,1669,31.10.2011,2013,31.12.2013,71139853,0,51804785,122944638,404849323,404849323
80215,Hard,12619,31.10.2011,2013,31.12.2013,1195666631,1875900,18800140,1492183934,3731972277,3731972277
80216,Hittisau,1813,31.10.2011,2013,31.12.2013,67409236,0,115555,68564786,44826571,44826571
80217,Höchst,7780,31.10.2011,2013,31.12.2013,1616104258,3316400,9374913,1947744258,1903019817,1903019817
80218,Hörbranz,6335,31.10.2011,2013,31.12.2013,7669689,0,663588,94539194,120980623,120980623
80219,Hohenweiler,1257,31.10.2011,2013,31.12.2013,79682547,0,0,79682547,236745738,236745738
80220,Kennelbach,1884,31.10.2011,2013,31.12.2013,207429228,0,10528912,21795814,423175847,423175847
80221,Krumbach,990,31.10.2011,2013,31.12.2013,259074048,0,1286127,260360175,541378461,541378461
80222,Langen b.Breg.,1289,31.10.2011,2013,31.12.2013,0,0,0,0,351844038,351844038
80223,Langenegg,1068,31.10.2011,2013,31.12.2013,126765366,0,1483039,128248405,332041228,332041228
80224,Lauterach,9538,31.10.2011,2013,31.12.2013,109730891,2196900,11880911,1448322765,2332373176,2332373176
80225,Lingenau,1326,31.10.2011,2013,31.12.2013,495007609,4306500,15681414,941339023,426221889,426221889
80226,Lochau,5426,31.10.2011,2013,31.12.2013,55015773,0,6275127,586344269,1274836289,1274836289
80227,Mellau,1314,31.10.2011,2013,31.12.2013,110593215,691400,0,179733215,351391893,351391893
80228,Mittelberg,4783,31.10.2011,2013,31.12.2013,1231334356,1054000,0,1336734356,2525075465,2525075465
80229,Möggers,516,31.10.2011,2013,31.12.2013,142757198,0,0,142757198,155476112,155476112
80230,Reuthe,616,31.10.2011,2013,31.12.2013,18711581,407500,0,59461581,162697459,162697459
80231,Riefensberg,1013,31.10.2011,2013,31.12.2013,10672342,0,0,10672342,250522474,250522474
80232,Schnepfau,468,31.10.2011,2013,31.12.2013,12572957,343900,0,46962957,131585323,94471114
80233,Schoppernau,925,31.10.2011,2013,31.12.2013,59162094,1746300,0,233792094,242229262,242229262
80234,Schröcken,221,31.10.2011,2013,31.12.2013,536832565,0,0,536832565,434782194,440490035
80235,Schwarzach,3726,31.10.2011,2013,31.12.2013,141983885,7792700,0,921253885,78087499,78087499
80236,Schwarzenberg,1806,31.10.2011,2013,31.12.2013,30232485,2101700,0,240402485,517494764,517494764
80237,Sibratsgfäll,388,31.10.2011,2013,31.12.2013,50930635,0,0,50930635,164426033,164426033
80238,Sulzberg,1750,31.10.2011,2013,31.12.2013,190580374,1187200,0,309300374,647228064,647228064
80239,Warth,174,31.10.2011,2013,31.12.2013,274053551,394700,0,313523551,336633719,336633719
80240,Wolfurt,8206,31.10.2011,2013,31.12.2013,10474544,0,11071323,10474544,2225590659,2225590659
80301,Dornbirn,45922,31.10.2011,2013,31.12.2013,1397085071,6069200,12013075,1512294209,2400622139,2400622139
80302,Hohenems,15283,31.10.2011,2013,31.12.2013,204375047,11636600,16869371,320741047,3383943815,3383943815
80303,Lustenau,21181,31.10.2011,2013,31.12.2013,6174426817,0,34114563,6332099282,6853926012,6852397091
80401,Altach,6378,31.10.2011,2013,31.12.2013,1616832985,0,7533226,1616832985,1505273988,1502188297
80402,Düns,380,31.10.2011,2013,31.12.2013,66766475,0,0,66766475,184479682,184479682
80403,Dünserberg,151,31.10.2011,2013,31.12.2013,199686554,0,217958,199904512,81765032,81765032
80404,Feldkirch,30943,31.10.2011,2013,31.12.2013,362501141,19461800,46151008,5674876742,9251447808,9251447808
80405,Frastanz,6199,31.10.2011,2013,31.12.2013,533607659,4304100,7193329,1039868838,1429193981,1429193981
80406,Fraxern,671,31.10.2011,2013,31.12.2013,161089669,1967200,527825,358337494,261497756,261497756
80407,Göfis,3058,31.10.2011,2013,31.12.2013,1045009382,0,0,1045009382,819409032,874257934
80408,Götzis,10757,31.10.2011,2013,31.12.2013,2250557565,6381000,12794492,2888657565,2577286923,2577286923
80409,Klaus,3090,31.10.2011,2013,31.12.2013,1212111837,2356400,5041014,1452792851,1109247376,1109247376
80410,Koblach,4249,31.10.2011,2013,31.12.2013,129559599,6540000,0,783559599,867946975,867946975
80411,Laterns,682,31.10.2011,2013,31.12.2013,254469099,1842300,3232343,441931442,373263511,373263511
80412,Mäder,3689,31.10.2011,2013,31.12.2013,514482537,3343800,150026294,998888831,837277391,837277391
80413,Meiningen,2029,31.10.2011,2013,31.12.2013,45426241,1622500,0,207676241,415971079,415971079
80414,Rankweil,11575,31.10.2011,2013,31.12.2013,949002283,3952400,15211133,1344242283,3011228041,3011228041
80415,Röns,321,31.10.2011,2013,31.12.2013,58712523,1554900,0,214202523,149345085,149345085
80416,Röthis,1882,31.10.2011,2013,31.12.2013,248697472,0,0,248697472,492545017,492545017
80417,Satteins ,2539,31.10.2011,2013,31.12.2013,2332913,3100200,0,5433113,724585947,724585947
80418,Schlins,2241,31.10.2011,2013,31.12.2013,553956791,0,0,553956791,777056545,777056545
80419,Schnifis,762,31.10.2011,2013,31.12.2013,10631096,734300,0,17974096,178663706,178663706
80420,Sulz,2375,31.10.2011,2013,31.12.2013,327915116,0,108064404,43597952,580316623,616313386
80421,Übersaxen,614,31.10.2011,2013,31.12.2013,130350054,776700,0,208020054,165607477,165607477
80422,Viktorsberg,389,31.10.2011,2013,31.12.2013,17766525,0,0,17766525,9325233,9325233
80423,Weiler,2020,31.10.2011,2013,31.12.2013,171030962,648800,3951245,239862207,456714264,456714264
80424,Zwischenwasser ,3105,31.10.2011,2013,31.12.2013,345901536,1199300,0,465831536,868952695,868952695
80101,Bartholomäberg,2255,31.10.2012,2014,31.12.2014,409655042,0,211416434,621071476,539881908,543762919
80102,Blons,320,31.10.2012,2014,31.12.2014,17848306,1996800,13500,37951306,144610082,144610082
80103,Bludenz  ,13751,31.10.2012,2014,31.12.2014,2245169869,5900200,20598187,2893788436,4135302502,4135302502
80104,Bludesch,2215,31.10.2012,2014,31.12.2014,430731053,226700,16880184,470281237,621284493,621284493
80105,Brand,659,31.10.2012,2014,31.12.2014,678002108,0,1600,678162108,846925471,846925471
80106,Bürs,3088,31.10.2012,2014,31.12.2014,403340174,9495700,46536827,1399447001,119598154,119598154
80107,Bürserberg,526,31.10.2012,2014,31.12.2014,499498373,0,0,499498373,268206437,268206437
80108,Dalaas,1536,31.10.2012,2014,31.12.2014,405200624,314300,0,436630624,43218451,43218451
80109,Fontanella,421,31.10.2012,2014,31.12.2014,303479048,0,0,303479048,225811773,259032751
80110,Gaschurn,1493,31.10.2012,2014,31.12.2014,357018992,3303200,0,687338992,1165939148,1165939148
80111,Innerbraz,936,31.10.2012,2014,31.12.2014,29633151,254800,606243,55719394,368100512,368100512
80112,Klösterle,677,31.10.2012,2014,31.12.2014,779899832,0,0,779899832,595344327,595344327
80113,Lech,1493,31.10.2012,2014,31.12.2014,147850521,6045000,9153734,761504255,2076926205,2190383179
80114,Lorüns,280,31.10.2012,2014,31.12.2014,75196518,675300,0,142726518,157692387,157692387
80115,Ludesch,3352,31.10.2012,2014,31.12.2014,105124025,5280800,0,157932025,901352316,901352316
80116,Nenzing,5992,31.10.2012,2014,31.12.2014,1564743982,2822400,933989,2265865802,193239035,193239035
80117,Nüziders,4856,31.10.2012,2014,31.12.2014,258077362,6749800,64708257,997765619,1078530437,1078530437
80118,Raggal,818,31.10.2012,2014,31.12.2014,375639075,1660200,166095,543320025,252802699,252802699
80119,St. Anton i.M.,737,31.10.2012,2014,31.12.2014,195783748,0,0,195783748,21316428,21316428
80120,St. Gallenkirch,2189,31.10.2012,2014,31.12.2014,685724795,5178500,1103729,1204678524,1053673497,1053673497
80121,St. Gerold,361,31.10.2012,2014,31.12.2014,448333165,880100,0,536343165,542981253,542981253
80122,Schruns,3630,31.10.2012,2014,31.12.2014,1111011557,580400,5180718,1174232275,177949749,1744672073
80123,Silbertal,835,31.10.2012,2014,31.12.2014,413434761,0,0,413434761,280224571,280224571
80124,Sonntag,683,31.10.2012,2014,31.12.2014,313163399,851300,0,398293399,274182837,27568363
80125,Stallehr,284,31.10.2012,2014,31.12.2014,121976662,0,0,121976662,75905532,75905532
80126,Thüringen,2134,31.10.2012,2014,31.12.2014,183092006,3342000,0,517292006,797691273,797691273
80127,Thüringerberg,685,31.10.2012,2014,31.12.2014,63221739,1159500,1224083,180395822,170799296,179463406
80128,Tschagguns,2168,31.10.2012,2014,31.12.2014,868380866,2342000,0,1102580866,881111109,881111109
80129,Vandans,2579,31.10.2012,2014,31.12.2014,692875682,1437500,0,836625682,693851097,719306867
80201,Alberschwende,3133,31.10.2012,2014,31.12.2014,318140693,11909900,6797083,1515927776,782607273,782607273
80202,Andelsbuch,2360,31.10.2012,2014,31.12.2014,89392528,0,0,89392528,472560445,472560445
80203,Au,1700,31.10.2012,2014,31.12.2014,58081329,1676300,0,225711329,431167907,431167907
80204,Bezau,1967,31.10.2012,2014,31.12.2014,310345736,4018200,0,712165736,665364789,610830645
80205,Bildstein,721,31.10.2012,2014,31.12.2014,302598697,461800,0,348778697,307673883,353535467
80206,Bizau,1003,31.10.2012,2014,31.12.2014,7943326,0,0,7943326,333842636,333842636
80207,Bregenz,28069,31.10.2012,2014,31.12.2014,4284971169,13146300,46852787,5726363758,9354287132,9354287132
80208,Buch,564,31.10.2012,2014,31.12.2014,15903463,0,0,15903463,150635891,150635891
80209,Damüls,329,31.10.2012,2014,31.12.2014,273044546,454200,0,318464546,286088619,286088619
80210,Doren,1013,31.10.2012,2014,31.12.2014,31659502,4559400,4911427,492510929,378973423,378973423
80211,Egg ,3452,31.10.2012,2014,31.12.2014,301270693,5951500,644806,897065499,848361639,848361639
80212,Eichenberg,396,31.10.2012,2014,31.12.2014,95811796,0,0,95811796,116149035,125281063
80213,Fußach,3726,31.10.2012,2014,31.12.2014,208186476,5916700,0,799856476,967269352,967269352
80214,Gaißau,1704,31.10.2012,2014,31.12.2014,60206121,0,39198214,99404335,383663072,383663072
80215,Hard,12795,31.10.2012,2014,31.12.2014,1658566418,1750600,20693784,1928113988,4163374239,4163374239
80216,Hittisau,1837,31.10.2012,2014,31.12.2014,26580887,0,1042244,27623131,508133033,508133033
